0.500133 1448 14480 0.2 0.0511827
0.500133 2896 14480 0.2 0.0493846
0.500133 4344 14480 0.2 0.0490786
0.500133 5792 14480 0.2 0.0487739
0.500133 7240 14480 0.2 0.0484704
0.500133 8688 14480 0.2 0.048168
0.500133 10136 14480 0.2 0.0478669
0.500133 11584 14480 0.2 0.0475669
0.500133 13032 14480 0.2 0.0472681
0.500133 14480 14480 0.2 0.0469706
0.701462 13032 14480 0.200125 0.0472432
0.701462 14480 15928 0.200125 0.0469605
0.701462 15928 15928 0.200125 0.0466492
0.703866 13032 15928 0.200484 0.0471715
0.703866 14480 17376 0.200484 0.0468888
0.703866 15928 17376 0.200484 0.0465776
0.703866 17376 17376 0.200484 0.0462824
0.706269 14480 17376 0.201174 0.0467372
0.706269 15928 57920 0.201174 0.0581302
0.706269 17376 57920 0.201174 0.0461456
0.706269 18824 57920 0.201174 0.0458516
0.706269 20272 57920 0.201174 0.0455588
0.706269 21720 57920 0.201174 0.0452672
0.706269 23168 57920 0.201174 0.0449768
0.706269 24616 57920 0.201174 0.0446876
0.706269 26064 57920 0.201174 0.0443995
0.706269 27512 57920 0.201174 0.0441127
0.706269 28960 57920 0.201174 0.043827
0.706269 30408 57920 0.201174 0.0435426
0.706269 31856 57920 0.201174 0.0432593
0.706269 33304 57920 0.201174 0.0429773
0.706269 34752 57920 0.201174 0.0426964
0.706269 36200 57920 0.201174 0.0424167
0.706269 37648 57920 0.201174 0.0421382
0.706269 39096 57920 0.201174 0.0418609
0.706269 40544 57920 0.201174 0.0415848
0.706269 41992 57920 0.201174 0.0413099
0.706269 43440 57920 0.201174 0.0410362
0.706269 44888 57920 0.201174 0.0407636
0.706269 46336 57920 0.201174 0.0404923
0.706269 47784 57920 0.201174 0.0402222
0.706269 49232 57920 0.201174 0.0399532
0.706269 50680 57920 0.201174 0.0396855
0.706269 52128 57920 0.201174 0.0394189
0.706269 53576 57920 0.201174 0.0391535
0.706269 55024 57920 0.201174 0.0388894
0.706269 56472 57920 0.201174 0.0386264
0.706269 57920 57920 0.201174 0.0383646
0.708672 55024 57920 0.202027 0.0387214
0.708672 56472 59368 0.202027 0.0384734
0.708672 57920 59368 0.202027 0.0381967
0.708672 59368 59368 0.202027 0.0379361
0.711075 56472 59368 0.203149 0.0382399
0.711075 57920 60816 0.203149 0.037993
0.711075 59368 60816 0.203149 0.0377175
0.711075 60816 60816 0.203149 0.0374581
0.90275 57920 60816 0.228005 0.0337812
0.90275 59368 62264 0.228005 0.0335355
0.90275 60816 62264 0.228005 0.0332612
0.90275 62264 62264 0.228005 0.033003
0.905153 59368 62264 0.225004 0.0339617
0.905153 60816 63712 0.225004 0.0337172
0.905153 62264 63712 0.225004 0.0334441
0.905153 63712 63712 0.225004 0.0331871
0.907556 60816 63712 0.222379 0.034103
0.907556 62264 78192 0.222379 0.0353358
0.907556 63712 78192 0.222379 0.0335878
0.907556 65160 78192 0.222379 0.0333319
0.907556 66608 78192 0.222379 0.0330773
0.907556 68056 78192 0.222379 0.0328239
0.907556 69504 78192 0.222379 0.0325716
0.907556 70952 78192 0.222379 0.0323206
0.907556 72400 78192 0.222379 0.0320707
0.907556 73848 78192 0.222379 0.031822
0.907556 75296 78192 0.222379 0.0315745
0.907556 76744 78192 0.222379 0.0313283
0.907556 78192 78192 0.222379 0.0310832
0.909959 75296 78192 0.219957 0.0319565
0.909959 76744 78192 0.219957 0.0317102
0.909959 78192 78192 0.219957 0.0314651
0.912362 75296 78192 0.218212 0.0322388
0.912362 76744 78192 0.218212 0.0319925
0.912362 78192 78192 0.218212 0.0317474
0.914766 75296 78192 0.216935 0.0324492
0.914766 76744 78192 0.216935 0.0322029
0.914766 78192 78192 0.216935 0.0319578
0.917169 75296 78192 0.216194 0.032573
0.917169 76744 78192 0.216194 0.0323267
0.917169 78192 78192 0.216194 0.0320817
0.919572 75296 78192 0.215794 0.0326401
0.919572 76744 78192 0.215794 0.0323938
0.919572 78192 78192 0.215794 0.0321487
0.921975 75296 78192 0.215695 0.0326568
0.921975 76744 78192 0.215695 0.0324105
0.921975 78192 78192 0.215695 0.0321655
0.924378 75296 78192 0.215983 0.0326083
0.924378 76744 78192 0.215983 0.032362
0.924378 78192 78192 0.215983 0.032117
0.926782 75296 78192 0.216485 0.0325242
0.926782 76744 78192 0.216485 0.0322779
0.926782 78192 78192 0.216485 0.0320328
0.929185 75296 78192 0.2173 0.0323889
0.929185 76744 78192 0.2173 0.0321426
0.929185 78192 78192 0.2173 0.0318975
0.931588 75296 78192 0.218262 0.0322306
0.931588 76744 78192 0.218262 0.0319843
0.931588 78192 78192 0.218262 0.0317392
0.933991 75296 78192 0.219354 0.0320532
0.933991 76744 78192 0.219354 0.0318069
0.933991 78192 78192 0.219354 0.0315618
0.936394 75296 78192 0.220685 0.0318404
0.936394 76744 78192 0.220685 0.0315941
0.936394 78192 78192 0.220685 0.031349
0.938798 75296 78192 0.222099 0.031618
0.938798 76744 78192 0.222099 0.0313717
0.938798 78192 78192 0.222099 0.0311266
0.941201 75296 78192 0.223712 0.0313694
0.941201 76744 78192 0.223712 0.0311231
0.941201 78192 78192 0.223712 0.030878
0.943604 75296 78192 0.225373 0.0311187
0.943604 76744 78192 0.225373 0.0308724
0.943604 78192 78192 0.225373 0.0306273
0.946007 75296 78192 0.226951 0.0308856
0.946007 76744 78192 0.226951 0.0306393
0.946007 78192 78192 0.226951 0.0303942
0.94841 75296 78192 0.228582 0.03065
0.94841 76744 78192 0.228582 0.0304037
0.94841 78192 78192 0.228582 0.0301586
0.950814 75296 78192 0.229885 0.0304657
0.950814 76744 78192 0.229885 0.0302194
0.950814 78192 78192 0.229885 0.0299743
1.10524 75296 78192 0.226524 0.0309482
1.10524 76744 78192 0.226524 0.0307019
1.10524 78192 78192 0.226524 0.0304568
1.10764 75296 78192 0.223834 0.0313508
1.10764 76744 78192 0.223834 0.0311045
1.10764 78192 78192 0.223834 0.0308595
1.11004 75296 78192 0.221479 0.031715
1.11004 76744 97016 0.221479 0.0339885
1.11004 78192 97016 0.221479 0.0312236
1.11004 79640 97016 0.221479 0.0309797
1.11004 81088 97016 0.221479 0.030737
1.11004 82536 97016 0.221479 0.0304955
1.11004 83984 97016 0.221479 0.0302552
1.11004 85432 97016 0.221479 0.030016
1.11004 86880 97016 0.221479 0.0297781
1.11004 88328 97016 0.221479 0.0295414
1.11004 89776 97016 0.221479 0.0293058
1.11004 91224 97016 0.221479 0.0290715
1.11004 92672 97016 0.221479 0.0288383
1.11004 94120 97016 0.221479 0.0286063
1.11004 95568 97016 0.221479 0.0283755
1.11004 97016 97016 0.221479 0.028146
1.11245 94120 97016 0.219419 0.0289341
1.11245 95568 97016 0.219419 0.0287033
1.11245 97016 97016 0.219419 0.0284737
1.11485 94120 97016 0.217867 0.0291867
1.11485 95568 97016 0.217867 0.0289559
1.11485 97016 97016 0.217867 0.0287263
1.11725 94120 97016 0.216884 0.0293492
1.11725 95568 97016 0.216884 0.0291184
1.11725 97016 97016 0.216884 0.0288888
1.11966 94120 97016 0.216273 0.029451
1.11966 95568 97016 0.216273 0.0292202
1.11966 97016 97016 0.216273 0.0289907
1.12206 94120 97016 0.216114 0.0294777
1.12206 95568 97016 0.216114 0.0292469
1.12206 97016 97016 0.216114 0.0290173
1.12446 94120 97016 0.216225 0.0294591
1.12446 95568 97016 0.216225 0.0292283
1.12446 97016 97016 0.216225 0.0289988
1.12687 94120 97016 0.216322 0.0294429
1.12687 95568 97016 0.216322 0.0292121
1.12687 97016 97016 0.216322 0.0289825
1.12927 94120 97016 0.216406 0.0294287
1.12927 95568 97016 0.216406 0.0291979
1.12927 97016 97016 0.216406 0.0289684
1.13167 94120 97016 0.216481 0.0294163
1.13167 95568 97016 0.216481 0.0291855
1.13167 97016 97016 0.216481 0.028956
1.13408 94120 97016 0.216546 0.0294055
1.13408 95568 97016 0.216546 0.0291747
1.13408 97016 97016 0.216546 0.0289451
1.13648 94120 97016 0.216602 0.029396
1.13648 95568 97016 0.216602 0.0291652
1.13648 97016 97016 0.216602 0.0289356
1.13888 94120 97016 0.216652 0.0293877
1.13888 95568 97016 0.216652 0.0291569
1.13888 97016 97016 0.216652 0.0289273
1.14129 94120 97016 0.216696 0.0293805
1.14129 95568 97016 0.216696 0.0291497
1.14129 97016 97016 0.216696 0.0289201
1.14369 94120 97016 0.216734 0.0293741
1.14369 95568 97016 0.216734 0.0291433
1.14369 97016 97016 0.216734 0.0289138
1.14609 94120 97016 0.216767 0.0293686
1.14609 95568 97016 0.216767 0.0291378
1.14609 97016 97016 0.216767 0.0289082
1.1485 94120 97016 0.216796 0.0293637
1.1485 95568 97016 0.216796 0.029133
1.1485 97016 97016 0.216796 0.0289034
1.1509 94120 97016 0.216822 0.0293595
1.1509 95568 97016 0.216822 0.0291287
1.1509 97016 97016 0.216822 0.0288991
1.1533 94120 97016 0.216844 0.0293558
1.1533 95568 97016 0.216844 0.029125
1.1533 97016 97016 0.216844 0.0288954
1.15571 94120 97016 0.216863 0.0293525
1.15571 95568 97016 0.216863 0.0291218
1.15571 97016 97016 0.216863 0.0288922
1.15811 94120 97016 0.21688 0.0293497
1.15811 95568 97016 0.21688 0.0291189
1.15811 97016 97016 0.21688 0.0288893
1.16051 94120 97016 0.216895 0.0293472
1.16051 95568 97016 0.216895 0.0291164
1.16051 97016 97016 0.216895 0.0288868
1.16292 94120 97016 0.216783 0.0293658
1.16292 95568 97016 0.216783 0.0291351
1.16292 97016 97016 0.216783 0.0289055
1.16532 94120 97016 0.216811 0.0293613
1.16532 95568 97016 0.216811 0.0291305
1.16532 97016 97016 0.216811 0.028901
1.16772 94120 97016 0.216834 0.0293574
1.16772 95568 97016 0.216834 0.0291266
1.16772 97016 97016 0.216834 0.028897
1.3302 94120 97016 0.217855 0.0291886
1.3302 95568 97016 0.217855 0.0289579
